date,attendance,away_team,away_team_score,home_team,home_team_score,notes,overtime,playoff,start_et
1999-03-21,17248,Los Angeles Lakers,115,Orlando Magic,104,,,False,
1999-03-21,19980,Philadelphia 76ers,75,Portland Trail Blazers,91,,,False,
1999-03-21,19266,New York Knicks,81,Toronto Raptors,85,,OT,False,
1999-03-22,18121,Los Angeles Lakers,96,Dallas Mavericks,93,,,False,
1999-03-22,16285,Sacramento Kings,100,Houston Rockets,110,,,False,
1999-03-22,15386,Washington Wizards,86,Indiana Pacers,90,,,False,
1999-03-22,13187,Detroit Pistons,86,Milwaukee Bucks,115,,,False,
1999-03-22,14697,Toronto Raptors,87,New Jersey Nets,106,,,False,
1999-03-22,19763,Atlanta Hawks,80,New York Knicks,71,,,False,
1999-03-22,18855,Vancouver Grizzlies,84,Phoenix Suns,89,,,False,
1999-03-22,17072,Philadelphia 76ers,76,Seattle SuperSonics,92,,,False,
1999-03-23,22236,Toronto Raptors,113,Chicago Bulls,90,,,False,
1999-03-23,15810,Boston Celtics,86,Cleveland Cavaliers,113,,,False,
1999-03-23,16405,Charlotte Hornets,78,Orlando Magic,86,,,False,
1999-03-23,18731,Golden State Warriors,72,Portland Trail Blazers,79,,,False,
1999-03-23,16501,Denver Nuggets,82,San Antonio Spurs,112,,,False,
1999-03-23,19911,Miami Heat,81,Utah Jazz,84,,,False,
1999-03-24,12612,Indiana Pacers,102,Atlanta Hawks,103,,,False,
1999-03-24,18128,Minnesota Timberwolves,87,Boston Celtics,68,,,False,
1999-03-24,17857,Chicago Bulls,81,Charlotte Hornets,110,,,False,
1999-03-24,15111,Houston Rockets,88,Dallas Mavericks,78,,,False,
1999-03-24,6180,Golden State Warriors,92,Los Angeles Clippers,80,,,False,
1999-03-24,17505,Phoenix Suns,106,Los Angeles Lakers,101,,,False,
1999-03-24,17126,Miami Heat,84,Milwaukee Bucks,76,,,False,
1999-03-24,16896,Detroit Pistons,84,New Jersey Nets,71,,,False,
1999-03-24,17023,New York Knicks,91,Sacramento Kings,92,,,False,
1999-03-24,17072,Washington Wizards,96,Seattle SuperSonics,92,,,False,
1999-03-24,16615,Philadelphia 76ers,95,Vancouver Grizzlies,90,,OT,False,
1999-03-25,10695,San Antonio Spurs,86,Denver Nuggets,65,,,False,
1999-03-25,16285,Toronto Raptors,104,Houston Rockets,113,,,False,
1999-03-25,15578,Cleveland Cavaliers,86,Orlando Magic,96,,,False,
1999-03-25,20328,Phoenix Suns,84,Portland Trail Blazers,97,,,False,
1999-03-26,10878,Chicago Bulls,81,Atlanta Hawks,93,,,False,
1999-03-26,21698,Orlando Magic,82,Charlotte Hornets,90,,,False,
1999-03-26,13096,Denver Nuggets,79,Dallas Mavericks,98,,,False,
1999-03-26,18873,Milwaukee Bucks,85,Detroit Pistons,90,,,False,
1999-03-26,12025,Washington Wizards,96,Golden State Warriors,100,,,False,
1999-03-26,17505,Sacramento Kings,111,Los Angeles Lakers,109,,,False,
1999-03-26,19006,Miami Heat,93,Minnesota Timberwolves,100,,,False,
1999-03-26,18732,Indiana Pacers,100,New Jersey Nets,91,,,False,
1999-03-26,20627,Boston Celtics,90,Philadelphia 76ers,84,,,False,
1999-03-26,19023,New York Knicks,94,Phoenix Suns,87,,,False,
1999-03-26,16290,Toronto Raptors,93,San Antonio Spurs,91,,,False,
1999-03-26,17072,Los Angeles Clippers,98,Seattle SuperSonics,104,,,False,
1999-03-26,19193,Utah Jazz,85,Vancouver Grizzlies,80,,,False,
1999-03-27,21823,Philadelphia 76ers,99,Atlanta Hawks,103,,OT,False,
1999-03-27,10987,Washington Wizards,112,Denver Nuggets,100,,,False,
1999-03-27,18256,Houston Rockets,87,Golden State Warriors,86,,,False,
1999-03-27,14293,Utah Jazz,77,Los Angeles Clippers,103,"at Anaheim, CA",,False,
1999-03-27,18541,Cleveland Cavaliers,109,New Jersey Nets,99,,,False,
1999-03-27,25921,Dallas Mavericks,77,San Antonio Spurs,99,,,False,
1999-03-28,18624,Indiana Pacers,101,Boston Celtics,93,,,False,
1999-03-28,18490,Cleveland Cavaliers,84,Charlotte Hornets,105,,,False,
1999-03-28,16626,Seattle SuperSonics,87,Detroit Pistons,104,,,False,
1999-03-28,17505,New York Knicks,91,Los Angeles Lakers,99,,,False,
1999-03-28,18449,Milwaukee Bucks,94,Minnesota Timberwolves,85,,,False,
1999-03-28,17248,Miami Heat,87,Orlando Magic,94,,,False,
1999-03-28,19023,Portland Trail Blazers,88,Phoenix Suns,86,,,False,
1999-03-28,17317,Houston Rockets,107,Sacramento Kings,93,,,False,
1999-03-28,18461,Chicago Bulls,78,Toronto Raptors,91,,,False,
1999-03-29,13311,Seattle SuperSonics,109,Dallas Mavericks,101,,,False,
1999-03-29,7829,Los Angeles Clippers,88,Denver Nuggets,100,,,False,
1999-03-29,16669,Atlanta Hawks,83,Indiana Pacers,82,,,False,
1999-03-29,17312,Vancouver Grizzlies,98,Los Angeles Lakers,116,,,False,
1999-03-30,14764,Detroit Pistons,93,Atlanta Hawks,77,,,False,
1999-03-30,18102,Boston Celtics,109,Charlotte Hornets,99,,,False,
1999-03-30,22209,Philadelphia 76ers,81,Chicago Bulls,91,,,False,
1999-03-30,14209,Toronto Raptors,101,Cleveland Cavaliers,91,,,False,
1999-03-30,12670,Portland Trail Blazers,90,Golden State Warriors,93,,,False,
1999-03-30,9188,Houston Rockets,104,Los Angeles Clippers,95,,,False,
1999-03-30,15196,Washington Wizards,105,Milwaukee Bucks,107,,,False,
1999-03-30,15609,Dallas Mavericks,78,Minnesota Timberwolves,98,,,False,
1999-03-30,19763,Indiana Pacers,93,New York Knicks,94,,,False,
1999-03-30,16226,New Jersey Nets,98,Orlando Magic,100,,,False,
1999-03-30,17317,Utah Jazz,101,Sacramento Kings,104,,OT,False,
1999-03-30,16565,Seattle SuperSonics,87,San Antonio Spurs,95,,,False,
1999-03-30,15018,Denver Nuggets,87,Vancouver Grizzlies,101,,,False,
1999-03-31,16915,Detroit Pistons,87,Boston Celtics,72,,,False,
1999-03-31,17552,Milwaukee Bucks,102,Charlotte Hornets,94,,,False,
1999-03-31,18674,Golden State Warriors,78,Phoenix Suns,93,,,False,
1999-03-31,18468,Sacramento Kings,86,Portland Trail Blazers,100,,,False,
1999-03-31,20674,Orlando Magic,73,Washington Wizards,84,,,False,
1999-04-01,13336,Los Angeles Clippers,84,Dallas Mavericks,93,,,False,
1999-04-01,10701,Seattle SuperSonics,110,Denver Nuggets,113,,,False,
1999-04-01,17583,Chicago Bulls,75,Detroit Pistons,107,,,False,
1999-04-01,15200,Philadelphia 76ers,88,Miami Heat,84,,,False,
1999-04-01,14348,Atlanta Hawks,85,New Jersey Nets,90,,,False,
1999-04-01,19763,Cleveland Cavaliers,74,New York Knicks,78,,,False,
1999-04-01,16384,Vancouver Grizzlies,91,San Antonio Spurs,103,,,False,
1999-04-01,18666,Indiana Pacers,87,Toronto Raptors,88,,,False,
1999-04-01,19911,Houston Rockets,87,Utah Jazz,88,,,False,
1999-04-02,8748,Vancouver Grizzlies,81,Atlanta Hawks,84,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)",,False,
1999-04-02,18128,Milwaukee Bucks,84,Boston Celtics,83,,,False,
1999-04-02,21649,Indiana Pacers,87,Charlotte Hornets,81,,,False,
1999-04-02,22517,Orlando Magic,115,Chicago Bulls,68,,,False,
1999-04-02,18423,Utah Jazz,92,Golden State Warriors,85,,,False,
1999-04-02,15979,Denver Nuggets,88,Minnesota Timberwolves,107,,,False,
1999-04-02,18126,Cleveland Cavaliers,85,Philadelphia 76ers,80,,,False,
1999-04-02,19023,Los Angeles Lakers,91,Phoenix Suns,90,,,False,
1999-04-02,20341,Seattle SuperSonics,95,Portland Trail Blazers,107,,,False,
1999-04-03,22076,Orlando Magic,92,Detroit Pistons,77,,,False,
1999-04-03,17505,Golden State Warriors,81,Los Angeles Lakers,76,,,False,
1999-04-03,17011,Sacramento Kings,96,Minnesota Timberwolves,105,,,False,
1999-04-03,18114,Miami Heat,77,New Jersey Nets,88,,,False,
1999-04-03,20056,Phoenix Suns,93,Portland Trail Blazers,98,,,False,
1999-04-03,17915,Los Angeles Clippers,82,San Antonio Spurs,103,,,False,
1999-04-03,18929,Washington Wizards,85,Toronto Raptors,87,,,False,
1999-04-04,7149,Charlotte Hornets,83,Atlanta Hawks,85,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)",,False,
1999-04-04,16339,New Jersey Nets,91,Boston Celtics,79,,,False,
1999-04-04,22198,Vancouver Grizzlies,87,Chicago Bulls,88,,,False,
1999-04-04,12041,Milwaukee Bucks,74,Cleveland Cavaliers,98,,,False,
1999-04-04,8404,Los Angeles Clippers,80,Denver Nuggets,82,,,False,
1999-04-04,16731,New York Knicks,95,Indiana Pacers,108,,,False,
1999-04-04,17072,Houston Rockets,84,Seattle SuperSonics,101,,,False,
1999-04-04,18462,Philadelphia 76ers,82,Toronto Raptors,97,,,False,
1999-04-04,14951,Miami Heat,90,Washington Wizards,79,,,False,
1999-04-05,17927,Atlanta Hawks,77,Charlotte Hornets,71,,,False,
1999-04-05,19642,Indiana Pacers,88,Detroit Pistons,86,,,False,
1999-04-05,17505,Denver Nuggets,104,Los Angeles Lakers,117,,,False,
1999-04-05,14107,Dallas Mavericks,93,Minnesota Timberwolves,100,,,False,
1999-04-05,17248,Boston Celtics,99,Orlando Magic,106,,,False,
1999-04-05,14773,Golden State Warriors,86,San Antonio Spurs,93,,,False,
1999-04-06,14739,Chicago Bulls,89,Cleveland Cavaliers,96,,,False,
1999-04-06,16285,Golden State Warriors,74,Houston Rockets,111,,,False,
1999-04-06,6450,Phoenix Suns,88,Los Angeles Clippers,83,,,False,
1999-04-06,17505,Utah Jazz,106,Los Angeles Lakers,93,,,False,
1999-04-06,19763,Orlando Magic,81,New York Knicks,72,,,False,
1999-04-06,16055,Milwaukee Bucks,87,Philadelphia 76ers,95,,,False,
1999-04-06,18105,Vancouver Grizzlies,89,Portland Trail Blazers,98,,,False,
1999-04-06,17072,Sacramento Kings,112,Seattle SuperSonics,106,,OT,False,
1999-04-06,19209,Miami Heat,92,Toronto Raptors,70,,,False,
1999-04-06,13101,New Jersey Nets,97,Washington Wizards,93,,,False,
1999-04-07,15901,Washington Wizards,87,Boston Celtics,108,,,False,
1999-04-07,19810,New York Knicks,82,Charlotte Hornets,106,,,False,
1999-04-07,22484,Indiana Pacers,91,Chicago Bulls,74,,,False,
1999-04-07,16568,Atlanta Hawks,82,Detroit Pistons,89,,,False,
1999-04-07,15200,Dallas Mavericks,87,Miami Heat,93,,,False,
1999-04-07,16809,Cleveland Cavaliers,91,Milwaukee Bucks,99,,,False,
1999-04-07,16041,Philadelphia 76ers,96,New Jersey Nets,92,,,False,
1999-04-07,19023,Minnesota Timberwolves,82,Phoenix Suns,90,,,False,
1999-04-07,17317,Los Angeles Lakers,104,Sacramento Kings,89,,,False,
1999-04-07,17151,Denver Nuggets,87,Vancouver Grizzlies,84,,,False,
1999-04-08,14512,Orlando Magic,73,Cleveland Cavaliers,69,,,False,
1999-04-08,16285,San Antonio Spurs,92,Houston Rockets,83,,,False,
1999-04-08,7205,Minnesota Timberwolves,91,Los Angeles Clippers,99,,,False,
1999-04-08,17072,Portland Trail Blazers,86,Seattle SuperSonics,87,,,False,
1999-04-08,16949,Boston Celtics,101,Toronto Raptors,89,,,False,
1999-04-08,19506,Golden State Warriors,85,Utah Jazz,92,,,False,
1999-04-09,21673,New York Knicks,86,Atlanta Hawks,78,,,False,
1999-04-09,18624,Philadelphia 76ers,83,Boston Celtics,67,,,False,
1999-04-09,19038,Washington Wizards,88,Charlotte Hornets,90,,,False,
1999-04-09,16720,Detroit Pistons,102,Indiana Pacers,101,,,False,
1999-04-09,17505,Minnesota Timberwolves,89,Los Angeles Lakers,96,,,False,
1999-04-09,15764,Toronto Raptors,99,New Jersey Nets,106,,,False,
1999-04-09,16854,Milwaukee Bucks,83,Orlando Magic,95,,,False,
1999-04-09,19911,Phoenix Suns,92,Utah Jazz,93,,,False,
1999-04-09,19193,Seattle SuperSonics,93,Vancouver Grizzlies,98,,,False,
1999-04-10,22508,Miami Heat,82,Chicago Bulls,49,,,False,
1999-04-10,13859,Atlanta Hawks,67,Cleveland Cavaliers,81,,,False,
1999-04-10,14218,Golden State Warriors,91,Dallas Mavericks,90,,,False,
1999-04-10,16702,Charlotte Hornets,92,Indiana Pacers,90,,,False,
1999-04-10,12853,Portland Trail Blazers,97,Los Angeles Clippers,70,"at Anaheim, CA",,False,
1999-04-10,19023,San Antonio Spurs,84,Phoenix Suns,110,,,False,
1999-04-10,17317,Denver Nuggets,104,Sacramento Kings,110,,,False,
1999-04-11,17169,Chicago Bulls,81,Boston Celtics,87,,,False,
1999-04-11,17505,Seattle SuperSonics,113,Los Angeles Lakers,109,,,False,
1999-04-11,15200,Milwaukee Bucks,92,Miami Heat,95,,,False,
1999-04-11,19006,Detroit Pistons,79,Minnesota Timberwolves,88,,,False,
1999-04-11,20049,New York Knicks,93,New Jersey Nets,78,,,False,
1999-04-11,18101,Los Angeles Clippers,89,Portland Trail Blazers,83,,,False,
1999-04-11,19804,Houston Rockets,76,Utah Jazz,85,,,False,
1999-04-11,17167,Sacramento Kings,91,Vancouver Grizzlies,88,,,False,
1999-04-11,18761,Philadelphia 76ers,98,Washington Wizards,105,,,False,
1999-04-12,15622,Cleveland Cavaliers,89,Boston Celtics,103,,,False,
1999-04-12,9812,Golden State Warriors,104,Denver Nuggets,96,,,False,
1999-04-12,14355,Charlotte Hornets,92,Detroit Pistons,86,,,False,
1999-04-12,16093,Houston Rockets,95,Minnesota Timberwolves,90,,,False,
1999-04-12,14352,Phoenix Suns,77,San Antonio Spurs,94,,,False,
1999-04-12,19427,Indiana Pacers,109,Toronto Raptors,99,,,False,
1999-04-12,19911,Vancouver Grizzlies,80,Utah Jazz,98,,,False,
1999-04-13,11533,Washington Wizards,77,Cleveland Cavaliers,86,,,False,
1999-04-13,13142,San Antonio Spurs,86,Dallas Mavericks,92,,,False,
1999-04-13,6218,New Jersey Nets,101,Los Angeles Clippers,109,,,False,
1999-04-13,15200,Chicago Bulls,74,Miami Heat,90,,,False,
1999-04-13,12974,Atlanta Hawks,84,Milwaukee Bucks,91,,,False,
1999-04-13,19763,Philadelphia 76ers,72,New York Knicks,91,,,False,
1999-04-13,20705,Los Angeles Lakers,86,Portland Trail Blazers,113,,,False,
1999-04-13,17317,Utah Jazz,105,Sacramento Kings,100,,OT,False,
1999-04-14,15364,Atlanta Hawks,77,Boston Celtics,70,,,False,
1999-04-14,18229,Detroit Pistons,79,Charlotte Hornets,83,,,False,
1999-04-14,22102,Cleveland Cavaliers,89,Chicago Bulls,81,,,False,
1999-04-14,10324,New Jersey Nets,97,Denver Nuggets,120,,,False,
1999-04-14,16285,Vancouver Grizzlies,85,Houston Rockets,102,,,False,
1999-04-14,16590,Orlando Magic,80,Indiana Pacers,83,,,False,
1999-04-14,14395,Miami Heat,86,Milwaukee Bucks,98,,,False,
1999-04-14,17474,Toronto Raptors,78,Philadelphia 76ers,96,,,False,
1999-04-14,15864,Minnesota Timberwolves,79,San Antonio Spurs,95,,,False,
1999-04-14,17072,Phoenix Suns,101,Seattle SuperSonics,94,,,False,
1999-04-14,17428,New York Knicks,89,Washington Wizards,95,,OT,False,
1999-04-15,13034,Minnesota Timberwolves,95,Dallas Mavericks,101,,,False,
1999-04-15,9130,Denver Nuggets,79,Golden State Warriors,85,,,False,
1999-04-15,16285,Portland Trail Blazers,76,Houston Rockets,86,,,False,
1999-04-15,10447,Utah Jazz,103,Los Angeles Clippers,89,,,False,
1999-04-15,17317,Seattle SuperSonics,99,Sacramento Kings,98,,OT,False,
1999-04-16,17169,Orlando Magic,79,Atlanta Hawks,91,,,False,
1999-04-16,18624,Miami Heat,81,Boston Celtics,82,,,False,
1999-04-16,22076,New York Knicks,71,Detroit Pistons,80,,,False,
1999-04-16,10437,Los Angeles Clippers,86,Golden State Warriors,83,,,False,
1999-04-16,18010,Charlotte Hornets,95,Milwaukee Bucks,94,,,False,
1999-04-16,18347,Vancouver Grizzlies,75,Minnesota Timberwolves,89,,,False,
1999-04-16,20665,Indiana Pacers,83,Philadelphia 76ers,93,,,False,
1999-04-16,18623,Dallas Mavericks,85,Phoenix Suns,92,,,False,
1999-04-16,21368,Portland Trail Blazers,80,San Antonio Spurs,81,,,False,
1999-04-16,17072,New Jersey Nets,121,Seattle SuperSonics,91,,,False,
1999-04-16,19280,Cleveland Cavaliers,91,Toronto Raptors,90,,OT,False,
1999-04-16,14248,Chicago Bulls,70,Washington Wizards,87,,,False,
1999-04-17,15357,Charlotte Hornets,90,Cleveland Cavaliers,82,,,False,
1999-04-17,13358,Portland Trail Blazers,102,Dallas Mavericks,94,,,False,
1999-04-17,19763,Toronto Raptors,93,New York Knicks,90,,,False,
1999-04-17,16285,Denver Nuggets,97,Sacramento Kings,119,,,False,
1999-04-17,19911,Los Angeles Lakers,93,Utah Jazz,109,,,False,
1999-04-18,22296,Milwaukee Bucks,77,Chicago Bulls,79,,,False,
1999-04-18,9450,Denver Nuggets,103,Los Angeles Clippers,101,,,False,
1999-04-18,15200,Indiana Pacers,88,Miami Heat,92,,,False,
1999-04-18,17472,Utah Jazz,97,Minnesota Timberwolves,76,,,False,
1999-04-18,20049,Philadelphia 76ers,79,New Jersey Nets,86,,,False,
1999-04-18,17248,Detroit Pistons,81,Orlando Magic,88,,,False,
1999-04-18,19023,Seattle SuperSonics,93,Phoenix Suns,99,,,False,
1999-04-18,24077,Houston Rockets,83,San Antonio Spurs,86,,,False,
1999-04-18,17063,Golden State Warriors,90,Vancouver Grizzlies,85,,,False,
1999-04-18,14964,Boston Celtics,101,Washington Wizards,98,,,False,
1999-04-19,18352,Indiana Pacers,120,Boston Celtics,104,,,False,
1999-04-19,13111,Miami Heat,94,Cleveland Cavaliers,87,,,False,
1999-04-19,16285,Seattle SuperSonics,113,Houston Rockets,120,,,False,
1999-04-19,10878,Sacramento Kings,102,Los Angeles Clippers,98,"at Anaheim, CA",,False,
1999-04-19,17505,Vancouver Grizzlies,102,Los Angeles Lakers,117,,,False,
1999-04-19,15178,Charlotte Hornets,120,New Jersey Nets,113,,,False,
1999-04-19,18049,New York Knicks,67,Philadelphia 76ers,72,,,False,
1999-04-19,17715,Orlando Magic,72,Toronto Raptors,90,,,False,
1999-04-20,22102,Washington Wizards,77,Chicago Bulls,83,,,False,
1999-04-20,18121,Phoenix Suns,100,Dallas Mavericks,104,,,False,
1999-04-20,20108,Los Angeles Lakers,106,Golden State Warriors,102,,OT,False,
1999-04-20,14289,Orlando Magic,83,Milwaukee Bucks,95,,,False,
1999-04-20,18439,Atlanta Hawks,103,Toronto Raptors,81,,,False,
1999-04-20,19911,San Antonio Spurs,83,Utah Jazz,69,,,False,
1999-04-21,18287,Philadelphia 76ers,80,Boston Celtics,78,,,False,
1999-04-21,19385,Detroit Pistons,85,Charlotte Hornets,88,,,False,
1999-04-21,16285,Dallas Mavericks,109,Houston Rockets,95,,,False,
1999-04-21,16550,Milwaukee Bucks,100,Indiana Pacers,108,,OT,False,
1999-04-21,15200,Cleveland Cavaliers,80,Miami Heat,93,,,False,
1999-04-21,15874,Chicago Bulls,87,New Jersey Nets,99,,,False,
1999-04-21,19023,Utah Jazz,82,Phoenix Suns,91,,,False,
1999-04-21,20713,Los Angeles Lakers,82,Portland Trail Blazers,88,,,False,
1999-04-21,17087,Golden State Warriors,94,Sacramento Kings,103,,,False,
1999-04-21,17072,Minnesota Timberwolves,105,Seattle SuperSonics,119,,,False,
1999-04-21,15885,Los Angeles Clippers,94,Vancouver Grizzlies,97,,,False,
1999-04-21,12214,Toronto Raptors,107,Washington Wizards,91,,,False,
1999-04-22,8298,Boston Celtics,94,Atlanta Hawks,106,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)",,False,
1999-04-22,18652,Philadelphia 76ers,104,Detroit Pistons,96,,,False,
1999-04-22,17248,Miami Heat,75,Orlando Magic,70,,,False,
1999-04-22,18720,Dallas Mavericks,76,San Antonio Spurs,103,,,False,
1999-04-23,22969,Boston Celtics,100,Chicago Bulls,71,,,False,
1999-04-23,11317,Golden State Warriors,84,Denver Nuggets,96,,,False,
1999-04-23,13855,Houston Rockets,101,Los Angeles Clippers,106,,OT,False,
1999-04-23,17742,Cleveland Cavaliers,75,Milwaukee Bucks,79,,,False,
1999-04-23,19763,Charlotte Hornets,105,New York Knicks,110,,,False,
1999-04-23,17248,Toronto Raptors,95,Orlando Magic,88,,,False,
1999-04-23,17317,Minnesota Timberwolves,97,Sacramento Kings,105,,,False,
1999-04-23,19911,Portland Trail Blazers,85,Utah Jazz,96,,,False,
1999-04-23,19193,Seattle SuperSonics,97,Vancouver Grizzlies,84,,,False,
1999-04-23,16941,Atlanta Hawks,89,Washington Wizards,78,,,False,
1999-04-24,20855,New Jersey Nets,82,Charlotte Hornets,97,,,False,
1999-04-24,15127,Denver Nuggets,74,Golden State Warriors,93,,,False,
1999-04-24,16753,Chicago Bulls,69,Indiana Pacers,87,,,False,
1999-04-24,13493,Vancouver Grizzlies,96,Los Angeles Clippers,105,,,False,
1999-04-24,17317,Dallas Mavericks,102,Sacramento Kings,105,,,False,
1999-04-24,31972,Los Angeles Lakers,81,San Antonio Spurs,108,,,False,
1999-04-25,8796,Milwaukee Bucks,70,Atlanta Hawks,85,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)",,False,
1999-04-25,17211,Washington Wizards,84,Boston Celtics,113,,,False,
1999-04-25,15200,New York Knicks,82,Miami Heat,80,,,False,
1999-04-25,15050,Indiana Pacers,98,New Jersey Nets,120,,,False,
1999-04-25,20522,Orlando Magic,86,Philadelphia 76ers,103,,,False,
1999-04-25,19023,Houston Rockets,71,Phoenix Suns,95,,,False,
1999-04-25,20437,Minnesota Timberwolves,84,Portland Trail Blazers,100,,,False,
1999-04-25,19800,Detroit Pistons,91,Toronto Raptors,83,,,False,
1999-04-25,19352,Seattle SuperSonics,81,Utah Jazz,98,,,False,
1999-04-26,19782,New York Knicks,91,Charlotte Hornets,84,,,False,
1999-04-26,13857,Miami Heat,90,Cleveland Cavaliers,65,,,False,
1999-04-26,13011,Chicago Bulls,93,Dallas Mavericks,101,,,False,
1999-04-26,16111,Sacramento Kings,89,Golden State Warriors,114,,,False,
1999-04-26,16285,Los Angeles Lakers,80,Houston Rockets,102,,,False,
1999-04-26,8260,San Antonio Spurs,94,Los Angeles Clippers,88,,,False,
1999-04-26,13201,Washington Wizards,91,Milwaukee Bucks,99,,,False,
1999-04-26,19476,Denver Nuggets,77,Portland Trail Blazers,93,,,False,
1999-04-26,19911,Phoenix Suns,99,Utah Jazz,85,,,False,
1999-04-27,16408,Detroit Pistons,92,Boston Celtics,85,,,False,
1999-04-27,12650,Vancouver Grizzlies,75,Dallas Mavericks,84,,,False,
1999-04-27,16579,Orlando Magic,88,Indiana Pacers,87,,,False,
1999-04-27,15883,Miami Heat,95,New Jersey Nets,76,,,False,
1999-04-27,17822,Cleveland Cavaliers,71,Philadelphia 76ers,80,,,False,
1999-04-27,16776,San Antonio Spurs,100,Sacramento Kings,104,,OT,False,
1999-04-27,17072,Utah Jazz,85,Seattle SuperSonics,90,,,False,
1999-04-27,19800,Charlotte Hornets,108,Toronto Raptors,98,,,False,
1999-04-28,13474,New York Knicks,73,Atlanta Hawks,76,,,False,
1999-04-28,17795,New Jersey Nets,93,Detroit Pistons,101,,,False,
1999-04-28,15463,Toronto Raptors,102,Milwaukee Bucks,115,,,False,
1999-04-28,16771,Phoenix Suns,92,Minnesota Timberwolves,97,,,False,
